product_name,generic_name,quantity,brands,brands_tags,categories,categories_tags,categories_en
Large flat mushrooms,,250g,"Sainsbury's,by sainsbury's","sainsbury-s,by-sainsbury-s","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Fresh foods, Mushrooms and their products, Fresh plant-based foods, Mushrooms, Fresh vegetables, Fresh mushrooms","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fresh-foods,en:mushrooms-and-their-products,en:fresh-plant-based-foods,en:mushrooms,en:fresh-vegetables,en:fresh-mushrooms","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Fresh foods,Mushrooms and their products,Fresh plant-based foods,Mushrooms,Fresh vegetables,Fresh mushrooms"
Bizcochos de Soletilla LaFilo,,,,,,,
,,71 g,,,,,
6 cookies,,,,,,,
Lamelles croustillantes pavot et sesame,,,,,,,
Fois gras de canard entier du sud-oest,,,,,,,
,,,Monoprix Bio,monoprix-bio,,,
Tarantula,,,,,,,
Filet de merlu blanc meunière,,,,,,,
Cini mini,,,,,,,
Jabra Jabra JX-10 Xtra Earhook Bulk,,,,,,,
Grany,,,,,,,
Anneaux d'encornet,,"0,164 kg",,,,,
Salades & Crudités POULET,,,Monoprix,monoprix,"Plats préparés, Produits à la viande, Plats préparés à la viande, Plats à la volaille, Salades, Salades composées, Plats au poulet, Salades de légumes","en:meals,en:meat-based-products,en:meals-with-meat,en:salads,en:poultry-meals,en:prepared-salads,en:meals-with-chicken,en:vegetable-salads","Meals,Meat-based products,Meals with meat,Salads,Poultry meals,Prepared salads,Meals with chicken,Vegetable salads"
Pétales de maïs,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Flocons, Flocons de céréales, Corn-flakes","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:corn-flakes","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Corn flakes"
Cocottes cereales,,,,,,,
Ravioli,,250 g,,,,,
Le bio,,,,,,,
Fusion nougat noir puur,,,,,,,
Camenbert de Normandie,,,Monoprix Gourmet,monoprix-gourmet,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte molle à croûte fleurie","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:soft-cheeses-with-bloomy-rind","Dairies,Fermented foods,Fermented milk products,Cheeses,Soft cheeses with bloomy rind"
Yaourt nature brebis,,,La Bergerie,la-bergerie,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Yaourts, Yaourts au lait de brebis","en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:sheep-milk-yogurts","Dairies,Fermented foods,Fermented milk products,Yogurts,Sheep milk Yogurts"
Fondant de saumon,,,Paul & Linh,paul-linh,,,
Torsades chocolat noir,,150 g,,,,,
Gâche,,,,,"Snacks, Snacks sucrés, Viennoiseries, Gâches","en:snacks,en:sweet-snacks,en:viennoiseries,fr:gaches","Snacks,Sweet snacks,Viennoiseries,fr:Gâches"
Mild Salsa Douce,,,,,,,
Carpaccio,,,Monoprix,monoprix,,,
Dinosaurus minis,,,,,,,
Petales de cereales fal saveur falafel,,60 g,,,,,
,,,,,,,
Coeur de laitue,,70 g,Monoprix,monoprix,,,
Escalopes panées de soja,,,Monoprix,monoprix,,,
Assortiment asiatique,,4 x 20 g,Monoprix,monoprix,,,
Popcorn salés,,,,,"Snacks, Snacks salés, Popcorn, Popcorn salé","en:snacks,en:salty-snacks,en:popcorn,en:salted-popcorn","Snacks,Salty snacks,Popcorn,Salted popcorn"
Tartinable végétale,,,,,,,
Caviar de tomates,,,,,,,
Croûtons nature,,100 g,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Croûtons","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:croutons","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Croutons"
Yaourt au lait de brebis bio Nature,,,,,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Yaourts, Yaourts au lait de brebis","en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:sheep-milk-yogurts","Dairies,Fermented foods,Fermented milk products,Yogurts,Sheep milk Yogurts"
Bio kuss,,,,,,,
Pizza Margherita,,,ALICE Et BIO,alice-et-bio,"Plats préparés, Pizzas tartes salées et quiches, Pizzas, Pizzas margherita","en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:margherita-pizza","Meals,Pizzas pies and quiches,Pizzas,Margherita Pizza"
Jambon cuit decouenné,,,,,"Viandes, Charcuteries, Jambons, Jambons blancs","en:meats,en:prepared-meats,en:hams,en:white-hams","Meats,Prepared meats,Hams,White hams"
Ktipiti,,,,,,,
Soupe carotte lait de coco,,,Monoprix,monoprix,,,
Miel de forêt,,,,,,,
Penne,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Penne rigate","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:penne-rigate","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Penne rigate"
Pain de mie moelleux complet,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains de mie complet","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:sliced-breads,en:wholemeal-english-bread","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads,Wholemeal English bread"
tête de moine AOP,,,,,fr:tetes-de-moine,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-switzerland,en:unpasteurised-cheeses,en:half-cooked-pressed-cheeses,fr:tetes-de-moine","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Cheeses from Switzerland,Unpasteurised cheeses,Half-cooked pressed cheeses,fr:Têtes de Moine"
Pistaches grillées et salées,,,,,fr:pistaches-salees,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:salty-snacks,en:nuts-and-their-products,en:nuts,fr:fruits-a-coque-sales,en:pistachios,fr:pistaches-salees","Plant-based foods and beverages,Plant-based foods,Snacks,Salty snacks,Nuts and their products,Nuts,fr:Fruits à coque salés,Pistachios,fr:Pistaches salées"
Crumpets,,,,,Crêpes et galettes,en:crepes-and-galettes,Crêpes and galettes
Yaourt de brebis vanille,,,Naturalia,naturalia,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Yaourts, Yaourts au lait de brebis","en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:sheep-milk-yogurts","Dairies,Fermented foods,Fermented milk products,Yogurts,Sheep milk Yogurts"
Graines de salade,,,Bonduelle,bonduelle,,,
2 MINI BAGUETTES SANS GLUTEN,,,Nature & Cie,nature-cie,,,
Risotto aux crepes et riz carna,,,,,,,
Le mega jambon emmental,,,,,,,
Chips poivre Alfredo,,,,,,,
Mincerettes de porc,,,Monoprix,monoprix,,,
Pickerd Bourbon-vanille,,,,,,,
Préparation bio de miel & gelée royale 8%,,,Miels Villeneuve,miels-villeneuve,,,
Graines germees,,50 g,,,,,
The glace saveur peche,,,,,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Thés glacés, Boissons au thé, Thés glacés saveur pêche","en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:tea-based-beverages,en:iced-teas,en:peach-flavored-iced-teas","Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,Tea-based beverages,Iced teas,Peach flavored iced teas"
LEGUMIO,,,Bonduelle,bonduelle,,,
Sans gluten sarrasin,,,,,,,
Dessert brassé au bifidus,,2 x 125 g,,,,,
Véritable Andouille de Guémené,,,Amand Terroir,amand-terroir,"Viandes, Charcuteries, Andouilles, Andouilles de Guémené","en:meats,en:prepared-meats,fr:andouilles,fr:andouilles-de-guemene","Meats,Prepared meats,fr:Andouilles,fr:Andouilles de Guémené"
Black & White Crispbread Sticks,,,Swedish By Nature,swedish-by-nature,,,
Ruby breakfast,,1 L,Tropicana,tropicana,"Boissons, Boissons sans sucre ajouté","en:beverages,en:unsweetened-beverages","Beverages,Unsweetened beverages"
Le Pavé Thon tomates marinés salade,,,Monoprix,monoprix,"Sandwichs, Sandwichs au poisson, Sandwichs aux crudités, Sandwichs au thon","en:sandwiches,en:fish-sandwiches,en:raw-vegetable-sandwiches,en:tuna-sandwiches","Sandwiches,Fish sandwiches,Raw vegetable sandwiches,Tuna sandwiches"
,,,,,,,
Biscuits croquants cacao avoine et miel,,,,,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Cookies, Biscuits à l'avoine","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:cookies,en:oatmeal-cookies","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Cookies,Oatmeal cookies"
Salade Fruits Exotiques,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Salades de fruits","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruit-salads","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruit salads"
Pate a tartiner,,,,,,,
Salade de Quinoa aux légumes,,,,,,,
Blinis coktail,,,Monoprix,monoprix,,,
Coleslaw ananas noix de coco,,,Bonduelle,bonduelle,"Plats préparés, Entrées, Coleslaw","en:meals,en:starters,en:coleslaw","Meals,Starters,Coleslaw"
Pâte de Piment Vert,,,,,,,
Biscuits croquants Cranberry,,,,,,,
Cookies Tout Chocolat,,,,,,,
Marie Morin mousse chocolat bio,,,,,,,
BROUSSE ALLEGEE EN MG,,,,,,,
Confiture de fraise,,370 g,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Produits à tartiner, Petit-déjeuners, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits, Confitures de fruits rouges, Confitures de fraises","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:fruits-and-vegetables-based-foods,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-preserves,en:fruits-based-foods,en:jams,en:fruit-jams,en:berry-jams,en:strawberry-jams","Plant-based foods and beverages,Plant-based foods,Breakfasts,Fruits and vegetables based foods,Spreads,Plant-based spreads,Sweet spreads,Fruit preserves,Fruits based foods,Jams,Fruit jams,Berry jams,Strawberry jams"
Lindt,,,Lindt,lindt,Tablettes chocolat noir,fr:tablettes-chocolat-noir,fr:tablettes-chocolat-noir
Croûtons croustillants nature,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Croûtons","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:croutons","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Croutons"
Risotto crémeux légumes verts,,,,,,,
Steak hache facon bouchere 5% de matiere grase,,,Monoprix,monoprix,"Viandes, Bœuf, Steaks, Steaks de bœuf, Steaks hachés, Steaks de bœuf hachés","en:meats,en:beef,en:steaks,en:beef-steaks,en:ground-steaks,en:ground-beef-steaks","Meats,Beef,Steaks,Beef steaks,Ground steaks,Ground beef steaks"
Carotina,,,,,,,
Sablés  chocolat au lait,,,,,,,
Pain de mie complete,,330 g,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de mie, Pains de mie complet","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:sliced-breads,en:wholemeal-english-bread","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads,Wholemeal English bread"
Le Fromage de Margot,,125 g,,,,,
Filet de merlu blanc meunière,,,,,,,
Quenelles lyonnaises de brochet,,,,,,,
Crinkly veg with rosemary & wild garlic,,,,,,,
Sandwich poulet rôti,,230 g,Sodebo,sodebo,"Sandwichs, Sandwichs à la volaille, Sandwichs au poulet","en:sandwiches,en:poultry-sandwiches,en:chicken-sandwiches","Sandwiches,Poultry sandwiches,Chicken sandwiches"
Sablés éclats de chocolat,,,,,,,
Acras de morue,,,Chaleur Creole,chaleur-creole,"Snacks, Snacks salés, Apéritif, Plats préparés, Produits de la mer, Poissons, Plats préparés au poisson, en:preparations-made-from-fish-meat, Préparations de poisson, Acras de morue","en:snacks,en:salty-snacks,en:appetizers,en:seafood,en:fishes,en:meals,en:fish-preparations,en:meals-with-fish,en:cod-acras,en:preparations-made-from-fish-meat","Snacks,Salty snacks,Appetizers,Seafood,Fishes,Meals,Fish preparations,Meals with fish,Cod acras,Preparations-made-from-fish-meat"
Panettone,,,Chiostro di Saronno,chiostro-di-saronno,"Snacks, Snacks sucrés, Viennoiseries, Brioches, Panettone","en:snacks,en:sweet-snacks,en:viennoiseries,en:brioches,en:panettone","Snacks,Sweet snacks,Viennoiseries,Brioches,Panettone"
Straggisto,,,,,,,
Mozzarela di buffala,,125 g,Monoprix,monoprix,,,
Britax Affinity Cosytoes Footmuff Fossil Brown,,,,,,,
Crevettes nordiques,,,,,"Produits de la mer, Crustacés, Crevettes, Crevettes nordiques","en:seafood,en:crustaceans,en:shrimps,fr:crevettes-nordiques","Seafood,Crustaceans,Shrimps,fr:Crevettes nordiques"
Bledina haricots verts,,,,,,,
Maxi poulet crudités,,205 g,Monoprix,monoprix,,,
Freedent fraise,,,,,,,
Yaourt ananas passion,,,,,,,
Palet soja à l'indienne,,,,,,,
carottes rapées,,,Bonduelle,bonduelle,"Plats préparés, Légumes préparés, Carottes râpées, Carottes râpées assaisonnées","en:meals,en:prepared-vegetables,en:grated-carrots,en:seasoned-shredded-carrots","Meals,Prepared vegetables,Grated carrots,Seasoned shredded carrots"
Taboulé oriental à la menthe,,,,,en:tabbouleh,"en:meals,en:tabbouleh","Meals,Tabbouleh"
Escalope soja et blé,,,Herta,herta,,,
Sojasun yaourt nature,,6 x 100 g,,,,,
Truite fumée,,120 g,,,"Produits de la mer, Poissons, Poissons fumés, Truites fumées, Truites","en:seafood,en:fishes,en:smoked-fishes,en:trouts,en:smoked-trouts","Seafood,Fishes,Smoked fishes,Trouts,Smoked trouts"
Goute de bouillon Marocain,,,Knorr,knorr,,,
,,,,,,,
,,,,,,,
Salade poulet caesar,,,,,"Plats préparés, Produits à la viande, Plats préparés à la viande, Plats à la volaille, Salades, Salades composées, Plats au poulet, Salades de légumes","en:meals,en:meat-based-products,en:meals-with-meat,en:salads,en:poultry-meals,en:prepared-salads,en:meals-with-chicken,en:vegetable-salads","Meals,Meat-based products,Meals with meat,Salads,Poultry meals,Prepared salads,Meals with chicken,Vegetable salads"
Granola Nutty by nature,,350 g,Dear Muesli,dear-muesli,,,
Gerlinéa douceur de céréales cacao soja blé,,,,,,,
Grandes galettes au beurre,,,,,,,
Caillé nature,,125 g,,,,,
Le nature,,500 g,,,,,
Petits cookies tartinés,,,,,,,
Feed vanille,,,,,,,
Tresana aux fines herbes,,,,,,,
Muesli superfruit,,,,,,,
La coop lait de coco,,50 g,,,,,
Mousse put canard,,,,,,,
Chaussons aux épinards,,,,,,,
Le club poulet avocat crudités piment,,155 g,Monoprix,monoprix,,,
Escalope de dinde à la basquaise,,460 gr,CROUS,crous,Meals,en:meals,Meals
Percy's family mix,,,,,,,
Pave Diététique Riche en Fibres,,,,,,,
"Sauté de boeuf Bourguignon, torsades, carottes",,,,,,,
Saucisses,,,,,,,
,,,Bjorg,bjorg,,,
,,,,,,,
Honey juice,,,,,,,
Maca premium,,,,,Complementos-alimenticios,es:complementos-alimenticios,es:complementos-alimenticios
Apple Pear & Asparagus,,,Marks and Spencer,marks-and-spencer,,,
,,,Bonarea,bonarea,,,
Merguez,,,,,"Viandes, Charcuteries, Saucisses, Merguez","en:meats,en:prepared-meats,en:sausages,fr:merguez","Meats,Prepared meats,Sausages,fr:Merguez"
chipolatas supérieures,,,,,,,
Chair à saucisse,,,,,,,
,,"0,172 kg",,,,,
Baby leaf rocket salad,,,M&S,m-s,,,
Choco suprême,,,Milka,milka,,,
Mehrkomponeneten Protein 90 C6 Vanille,Mehrkomponeneten Protein in Vanille Geschmack,"2,5 kg",allfitnessfactory.de,allfitnessfactory-de,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver","en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","Dietary supplements,Bodybuilding supplements,Protein powders"
Semillas de Cacao,,,,,,,
Beignets fourres,Beignets fourrés à la purée de pomme,,intermarche,intermarche,"Snacks, Snacks sucrés, Beignets sucrés","en:snacks,en:sweet-snacks,en:sweet-fritters","Snacks,Sweet snacks,Sweet Fritters"
Filetes salmon,,,Bonarea,bonarea,,,
"International Inc., Frozen Shrimp Tempura",,,"Jfc,  Jfc International Inc.","jfc,jfc-international-inc",,,
Rape del cabo colas,,,Bonarea,bonarea,,,
Rape del cabo colas,,,Bonarea,bonarea,"Productos del mar, Pescados","en:seafood,en:fishes","Seafood,Fishes"
Salted Caramel Whips,,85 g,,,,,
,,,Bijou,bijou,,,
Merluza del Cabo filetes,,,Bonarea,bonarea,,,
Wok Fried Beef & Mushroom Noodles,,,,,,,
Merluza del cabo filletes,,435 g,BonÀrea,bonarea,"Productos del mar, Pescados, Filetes de pescado","en:seafood,en:fishes,en:fish-fillets","Seafood,Fishes,Fish fillets"
Merluza del cabo filetes,,,Bonarea,bonarea,,,
Merluza del cabo filetes,,,Bonarea,bonarea,,,
peix,,,Bonarea,bonarea,,,
Merluza del cabo Filetes,,,Bonarea,bonarea,,,
Orzo,,,,,,,
Château de la Roche Guyon,,,,,"Boissons, Boissons alcoolisées, Vins","en:beverages,en:alcoholic-beverages,en:wines","Beverages,Alcoholic beverages,Wines"
Tisane des petits sorciers,,,,,,,
Napoletana Pasta Sauce,,,,,,,
Tomato & Gorgonzola pasta sauce,,,Marks & Spencer,marks-spencer,,,
Sauce Spicy 'Nduja and Tomato,,,,,,,
Chilli pesto sauce,,,,,"Epicerie, Sauces, Sauces Pesto","en:groceries,en:sauces,en:pestos","Groceries,Sauces,Pestos"
Produit inconnu,,,Marks And Spencer,marks-and-spencer,,,
,,,,,,,
Tenero Alle Mandorle Limoncello Cookies,,,Dolciaria Stocco,dolciaria-stocco,,,
Garrofina cream,,,,,,,
Mediterranean Sea Salt,,,Olde Thompson,olde-thompson,,,
Fletan Negro Filetes,,,Bonarea,bonarea,,,
Farce,,,,,,,
Saucisse fine superieure,,,,,,,
,,250 g,,,,,
"Marinade, Cajun",,,"Lawry's,  Mccormick & Company  Inc.","lawry-s,mccormick-company-inc",,,
Baja Chipotle With Lime Juice,,,"Lawry's,  Mccormick & Company  Inc.","lawry-s,mccormick-company-inc",,,
"Marinade, Steak & Chop With Garlic & Cracked Black Pepper",,,"Lawry's,  Mccormick & Company  Inc.","lawry-s,mccormick-company-inc",,,
Rôti de poulet aux pommes,,1075 g,,,,,
pass john,,,,,,,
Saucisse de Toulouse supérieure,,,,,,,
Gamba salada cocida congelada,,,,,,,
Fajitas Seasoning Mix,,,Hol-Grain,hol-grain,,,
Мука льняная,,,,,,,
thé vert citron intense,,,,,,,
big choco,,250 g,,,,,
